review,rating,date,bank,source,sentiment_label,sentiment_score
Wow,1,2025-03-14,Abissiniya Bank,Google Play,positive,0.999592125415802
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Abissiniya Bank,Google Play,negative,0.9985970854759216
Improved to be the best,5,2025-03-11,Abissiniya Bank,Google Play,positive,0.9998570680618286
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Abissiniya Bank,Google Play,negative,0.99748432636261
BoA Greqt Ethiopian bank.,5,2025-03-11,Abissiniya Bank,Google Play,negative,0.8457716703414917
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Abissiniya Bank,Google Play,negative,0.9994600415229796
Almost better compared to cbe where it is not qualified for,4,2025-03-09,Abissiniya Bank,Google Play,negative,0.974167823791504
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,Abissiniya Bank,Google Play,positive,0.9998214840888976
Wonderfull app,5,2025-03-08,Abissiniya Bank,Google Play,positive,0.9998815059661864
i can't use this app why?,5,2025-03-07,Abissiniya Bank,Google Play,negative,0.9993101358413696
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Abissiniya Bank,Google Play,negative,0.9997013211250304
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Abissiniya Bank,Google Play,negative,0.9998133778572084
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Abissiniya Bank,Google Play,negative,0.9959415793418884
Good app,5,2025-03-03,Abissiniya Bank,Google Play,positive,0.9998493194580078
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,Abissiniya Bank,Google Play,negative,0.9916398525238036
It has good features but sometimes it doesn't work...0,1,2025-03-02,Abissiniya Bank,Google Play,negative,0.9956711530685424
Very poor proformance,1,2025-03-01,Abissiniya Bank,Google Play,negative,0.9998043179512024
It's not opening. Really frustrating,1,2025-03-01,Abissiniya Bank,Google Play,negative,0.9997020363807678
Verry Amazing App from all IB,5,2025-03-01,Abissiniya Bank,Google Play,positive,0.9997394680976868
Not working on this days,1,2025-02-26,Abissiniya Bank,Google Play,negative,0.9972773194313048
Thank you BoA,5,2025-02-23,Abissiniya Bank,Google Play,positive,0.9998399019241332
best banking app in the wworld,5,2025-02-22,Abissiniya Bank,Google Play,positive,0.999572217464447
Nice app and it's easy to use,5,2025-02-21,Abissiniya Bank,Google Play,positive,0.999751627445221
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,Abissiniya Bank,Google Play,negative,0.999267876148224
This is help full i like ittttt,5,2025-02-14,Abissiniya Bank,Google Play,positive,0.9977995753288268
The is not functional at all?,2,2025-02-12,Abissiniya Bank,Google Play,negative,0.9997331500053406
Best bank,5,2025-02-08,Abissiniya Bank,Google Play,positive,0.9997438788414
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,Abissiniya Bank,Google Play,positive,0.9997236132621764
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,Abissiniya Bank,Google Play,negative,0.6970565915107727
I have been using this app for two years.It is amazing.,5,2025-02-01,Abissiniya Bank,Google Play,positive,0.9998595714569092
Good 👍,5,2025-01-31,Abissiniya Bank,Google Play,positive,0.9998576641082764
Sad experience,1,2025-01-30,Abissiniya Bank,Google Play,negative,0.999068796634674
Always do update and that is annoying,3,2025-01-27,Abissiniya Bank,Google Play,negative,0.9994439482688904
"Best app, somehow waiting a few minutes",5,2025-01-23,Abissiniya Bank,Google Play,negative,0.638702929019928
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,Abissiniya Bank,Google Play,negative,0.9946038126945496
Whenever I try to sign in app close please fixed it out,2,2025-01-21,Abissiniya Bank,Google Play,negative,0.9976611137390136
Beter,5,2025-01-21,Abissiniya Bank,Google Play,positive,0.6771944165229797
Boa,4,2025-01-18,Abissiniya Bank,Google Play,negative,0.7410542964935303
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,Abissiniya Bank,Google Play,negative,0.9979276657104492
Aadan Axmed Barkhadle,5,2025-01-17,Abissiniya Bank,Google Play,positive,0.6127514839172363
😡😡😡🤬🤬🤬,1,2025-01-16,Abissiniya Bank,Google Play,negative,0.6970565915107727
Horrible customer service and app crashes Horrible!!,1,2025-01-15,Abissiniya Bank,Google Play,negative,0.9997913241386414
I love it,5,2025-01-14,Abissiniya Bank,Google Play,positive,0.9998799562454224
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,Abissiniya Bank,Google Play,negative,0.9985793828964232
Good🙏,5,2025-01-12,Abissiniya Bank,Google Play,negative,0.6970565915107727
Like to much,5,2025-01-11,Abissiniya Bank,Google Play,positive,0.9997984766960144
Thank you,5,2025-01-10,Abissiniya Bank,Google Play,positive,0.9998352527618408
Perfect,5,2025-01-09,Abissiniya Bank,Google Play,positive,0.9998517036437988
The best of best,5,2025-01-09,Abissiniya Bank,Google Play,positive,0.9998393058776855
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,Abissiniya Bank,Google Play,negative,0.901659905910492
Great 👍,5,2025-01-04,Abissiniya Bank,Google Play,positive,0.9997692704200744
Fast and suitable for the customers.,5,2025-01-04,Abissiniya Bank,Google Play,positive,0.9997920393943788
Good app and helpful,5,2025-01-03,Abissiniya Bank,Google Play,positive,0.9998565912246704
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,Abissiniya Bank,Google Play,negative,0.9978498220443726
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Abissiniya Bank,Google Play,negative,0.9992759823799132
It doesn't work at all.,2,2025-01-02,Abissiniya Bank,Google Play,negative,0.9997771382331848
this app is not available,1,2025-01-02,Abissiniya Bank,Google Play,negative,0.9997593760490416
Wow what amazing,5,2024-12-30,Abissiniya Bank,Google Play,positive,0.9998555183410645
love it,5,2024-12-30,Abissiniya Bank,Google Play,positive,0.99987530708313
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,Abissiniya Bank,Google Play,negative,0.9733067750930786
Lemn embi yilal??,5,2024-12-30,Abissiniya Bank,Google Play,negative,0.990697145462036
Good,5,2024-12-30,Abissiniya Bank,Google Play,positive,0.999816119670868
It's useless app downgraded.,1,2024-12-29,Abissiniya Bank,Google Play,negative,0.999807059764862
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Abissiniya Bank,Google Play,negative,0.7652336359024048
Nice,5,2024-12-26,Abissiniya Bank,Google Play,positive,0.9998552799224854
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,Abissiniya Bank,Google Play,negative,0.9997933506965636
አይሰራም ሼም ነው፤,1,2024-12-23,Abissiniya Bank,Google Play,negative,0.8616328835487366
Not that much bad,3,2024-12-22,Abissiniya Bank,Google Play,positive,0.998815894126892
Fine,5,2024-12-21,Abissiniya Bank,Google Play,positive,0.9998335838317872
The dirtiest application ever seen...,1,2024-12-20,Abissiniya Bank,Google Play,negative,0.995487630367279
Nic ap,5,2024-12-19,Abissiniya Bank,Google Play,positive,0.9873360991477966
The forest app ever,1,2024-12-19,Abissiniya Bank,Google Play,positive,0.9840954542160034
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,Abissiniya Bank,Google Play,negative,0.9967040419578552
Bank of abissena,1,2024-12-17,Abissiniya Bank,Google Play,positive,0.9480117559432985
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Abissiniya Bank,Google Play,negative,0.9888866543769836
GOOD,5,2024-12-15,Abissiniya Bank,Google Play,positive,0.999816119670868
The worst banking app ever. Never works!,1,2024-12-14,Abissiniya Bank,Google Play,negative,0.999800741672516
Poorly functioning app,3,2024-12-13,Abissiniya Bank,Google Play,negative,0.999775230884552
Very nice,5,2024-12-13,Abissiniya Bank,Google Play,positive,0.9998563528060912
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Abissiniya Bank,Google Play,negative,0.999800741672516
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,Abissiniya Bank,Google Play,negative,0.9997615218162536
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Abissiniya Bank,Google Play,positive,0.9543282985687256
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Abissiniya Bank,Google Play,negative,0.9997000694274902
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Abissiniya Bank,Google Play,negative,0.9941067695617676
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Abissiniya Bank,Google Play,negative,0.9996792078018188
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01,Abissiniya Bank,Google Play,negative,0.9981752634048462
My attention is very important because it will be the most difficult time for me,5,2024-11-30,Abissiniya Bank,Google Play,positive,0.992617666721344
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Abissiniya Bank,Google Play,negative,0.999800145626068
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Abissiniya Bank,Google Play,positive,0.8064292073249817
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Abissiniya Bank,Google Play,negative,0.99979966878891
exellent digital transaction of money,5,2024-11-27,Abissiniya Bank,Google Play,negative,0.994447946548462
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Abissiniya Bank,Google Play,negative,0.999749720096588
Great,5,2024-11-25,Abissiniya Bank,Google Play,positive,0.9998630285263062
👏👏👏,5,2024-11-24,Abissiniya Bank,Google Play,negative,0.6970565915107727
Money,5,2024-11-24,Abissiniya Bank,Google Play,positive,0.9659324884414672
It needs more improvment,2,2024-11-24,Abissiniya Bank,Google Play,negative,0.998616099357605
Hey Google,5,2024-11-21,Abissiniya Bank,Google Play,positive,0.9950044751167296
ab,3,2024-11-20,Abissiniya Bank,Google Play,positive,0.9603193998336792
Ademtahir,5,2024-11-20,Abissiniya Bank,Google Play,positive,0.9930110573768616
✌️✌️,5,2024-11-20,Abissiniya Bank,Google Play,negative,0.6970565915107727
Please this app on my android phone,3,2024-11-20,Abissiniya Bank,Google Play,positive,0.648865282535553
GOAT 🐐 🐐,5,2024-11-19,Abissiniya Bank,Google Play,negative,0.9337347149848938
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Abissiniya Bank,Google Play,negative,0.9994460940361024
Fast and reliable,5,2024-11-18,Abissiniya Bank,Google Play,positive,0.9998595714569092
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Abissiniya Bank,Google Play,negative,0.9998020529747008
Very good,5,2024-11-14,Abissiniya Bank,Google Play,positive,0.9998520612716676
One of the poorest mobile banking system,1,2024-11-13,Abissiniya Bank,Google Play,negative,0.999756634235382
❤❤❤❤❤❤,5,2024-11-12,Abissiniya Bank,Google Play,negative,0.6970565915107727
Oene,5,2024-11-12,Abissiniya Bank,Google Play,positive,0.8278861045837402
i find it interesting specially in reciept downloading,1,2024-11-12,Abissiniya Bank,Google Play,positive,0.9981314539909364
it good,5,2024-11-12,Abissiniya Bank,Google Play,positive,0.9998427629470824
"This app crashes everytime, please fix it",1,2024-11-12,Abissiniya Bank,Google Play,negative,0.9996472597122192
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Abissiniya Bank,Google Play,negative,0.9964038133621216
I need a support the app is not working,5,2024-11-12,Abissiniya Bank,Google Play,negative,0.9998034834861756
Bast bank of ethiopia,5,2024-11-12,Abissiniya Bank,Google Play,positive,0.9978061318397522
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Abissiniya Bank,Google Play,negative,0.9990527033805848
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Abissiniya Bank,Google Play,positive,0.9878897070884703
The worst App i have never seen like this before,1,2024-11-12,Abissiniya Bank,Google Play,negative,0.999774158000946
Wweeeer,4,2024-11-12,Abissiniya Bank,Google Play,negative,0.8910733461380005
Infinx,5,2024-11-12,Abissiniya Bank,Google Play,negative,0.904255747795105
Great service,5,2024-11-12,Abissiniya Bank,Google Play,positive,0.9998434782028198
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Abissiniya Bank,Google Play,negative,0.9997187256813048
senayt Mesfin,4,2024-11-08,Abissiniya Bank,Google Play,positive,0.8874821066856384
Bad app vety bad.,1,2024-11-07,Abissiniya Bank,Google Play,negative,0.9998058676719666
Abessnya Banke,5,2024-11-05,Abissiniya Bank,Google Play,negative,0.9873653054237366
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Abissiniya Bank,Google Play,negative,0.9997209906578064
Professional on banking app,5,2024-11-01,Abissiniya Bank,Google Play,positive,0.9616296291351318
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Abissiniya Bank,Google Play,negative,0.993607759475708
አይሰራም አስተካክሉት,5,2024-10-26,Abissiniya Bank,Google Play,negative,0.7850593328475952
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Abissiniya Bank,Google Play,negative,0.9962698221206664
Fast transfer,5,2024-10-24,Abissiniya Bank,Google Play,positive,0.9989985823631288
"What's up I can't log in, what's wrong",5,2024-10-22,Abissiniya Bank,Google Play,negative,0.9989662170410156
Amrumehamed,1,2024-10-21,Abissiniya Bank,Google Play,positive,0.6924062371253967
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Abissiniya Bank,Google Play,positive,0.9683735966682434
ደደገነሐ,5,2024-10-15,Abissiniya Bank,Google Play,negative,0.6970565915107727
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,Abissiniya Bank,Google Play,negative,0.9995194673538208
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,Abissiniya Bank,Google Play,negative,0.999660849571228
Good App,4,2024-10-12,Abissiniya Bank,Google Play,positive,0.9998493194580078
Best app to me,5,2024-10-11,Abissiniya Bank,Google Play,positive,0.997821807861328
BOA,5,2024-10-11,Abissiniya Bank,Google Play,negative,0.7410542964935303
Abdulkadir,5,2024-10-11,Abissiniya Bank,Google Play,positive,0.981449544429779
Bad,1,2024-10-10,Abissiniya Bank,Google Play,negative,0.999782383441925
If it is possible I would gove0 star,1,2024-10-08,Abissiniya Bank,Google Play,negative,0.9928192496299744
Nise mobile bankig,4,2024-10-05,Abissiniya Bank,Google Play,negative,0.9858755469322203
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Abissiniya Bank,Google Play,negative,0.953279197216034
Ok,5,2024-10-04,Abissiniya Bank,Google Play,positive,0.9997851252555848
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,Abissiniya Bank,Google Play,negative,0.999284327030182
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Abissiniya Bank,Google Play,negative,0.998016357421875
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,Abissiniya Bank,Google Play,negative,0.9964292645454408
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,Abissiniya Bank,Google Play,negative,0.6597369313240051
Worest app,1,2024-10-03,Abissiniya Bank,Google Play,negative,0.7789772152900696
The worest app ever,1,2024-10-03,Abissiniya Bank,Google Play,positive,0.9535900950431824
አሪፍ ነው በርቱልን,5,2024-10-03,Abissiniya Bank,Google Play,negative,0.8337253928184509
Wwwerrr,5,2024-10-02,Abissiniya Bank,Google Play,negative,0.8502515554428101
ጀማል ውቀቱ,5,2024-09-30,Abissiniya Bank,Google Play,negative,0.7850593328475952
Great For Financial company,5,2024-09-30,Abissiniya Bank,Google Play,positive,0.9998703002929688
Very easy to use,5,2024-09-30,Abissiniya Bank,Google Play,positive,0.999142289161682
The App's crash always.. Error.....,3,2024-09-27,Abissiniya Bank,Google Play,negative,0.9996880292892456
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,Abissiniya Bank,Google Play,negative,0.998582124710083
Great UI and seamless UX. I love it!!,5,2024-09-25,Abissiniya Bank,Google Play,positive,0.9998557567596436
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,Abissiniya Bank,Google Play,negative,0.9941336512565612
It's easy used to operate program and secured 👍👍,4,2024-09-25,Abissiniya Bank,Google Play,negative,0.9652978181838988
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,Abissiniya Bank,Google Play,negative,0.9994741082191468
Amazing,5,2024-09-19,Abissiniya Bank,Google Play,positive,0.999875545501709
Great app with great services,5,2024-09-19,Abissiniya Bank,Google Play,positive,0.9998226761817932
Yes active user,5,2024-09-17,Abissiniya Bank,Google Play,positive,0.9983929991722108
Shameful,1,2024-09-17,Abissiniya Bank,Google Play,negative,0.998016357421875
The worest app ever made i would not recommende for no one,1,2024-09-16,Abissiniya Bank,Google Play,negative,0.561127781867981
Good application,5,2024-09-16,Abissiniya Bank,Google Play,positive,0.999854564666748
I like,5,2024-09-16,Abissiniya Bank,Google Play,positive,0.9998149275779724
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,Abissiniya Bank,Google Play,negative,0.9988893866539
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,Abissiniya Bank,Google Play,negative,0.9993953704833984
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,Abissiniya Bank,Google Play,negative,0.869803786277771
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,Abissiniya Bank,Google Play,negative,0.999777853488922
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,Abissiniya Bank,Google Play,negative,0.9925204515457152
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,Abissiniya Bank,Google Play,negative,0.999325394630432
Bes and freindly app,5,2024-09-13,Abissiniya Bank,Google Play,negative,0.9136509895324708
It doesn't work.,1,2024-09-12,Abissiniya Bank,Google Play,negative,0.9997761845588684
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,Abissiniya Bank,Google Play,negative,0.9997968077659608
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,Abissiniya Bank,Google Play,negative,0.9998114705085754
Smart technology,5,2024-09-10,Abissiniya Bank,Google Play,positive,0.9998468160629272
Yegema app tish🪨,1,2024-09-08,Abissiniya Bank,Google Play,negative,0.9501879811286926
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,Abissiniya Bank,Google Play,negative,0.9996864795684814
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,Abissiniya Bank,Google Play,negative,0.9997275471687316
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,Abissiniya Bank,Google Play,negative,0.999210000038147
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,Abissiniya Bank,Google Play,negative,0.9127689599990844
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,Abissiniya Bank,Google Play,negative,0.9639250636100768
Fast one,3,2024-09-04,Abissiniya Bank,Google Play,positive,0.9994491934776306
Nice looking app but a terrible user experience.,1,2024-09-03,Abissiniya Bank,Google Play,negative,0.9958102703094482
The worest MB app ever!!🙄,1,2024-09-02,Abissiniya Bank,Google Play,negative,0.8734642267227173
It is ok,5,2024-09-01,Abissiniya Bank,Google Play,positive,0.9998496770858764
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,Abissiniya Bank,Google Play,negative,0.9987314343452454
Apollo's,1,2024-08-29,Abissiniya Bank,Google Play,positive,0.9974138736724854
The worst experience ever,1,2024-08-29,Abissiniya Bank,Google Play,negative,0.999792754650116
Hussenaliumar,5,2024-08-29,Abissiniya Bank,Google Play,negative,0.6654544472694397
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,Abissiniya Bank,Google Play,negative,0.999367892742157
It is not work for my device,5,2024-08-27,Abissiniya Bank,Google Play,negative,0.9997636675834656
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,Abissiniya Bank,Google Play,negative,0.9990233182907104
The worst app ever,1,2024-08-26,Abissiniya Bank,Google Play,negative,0.9997934699058532
Betanya Gebre,3,2024-08-23,Abissiniya Bank,Google Play,positive,0.8911885619163513
I dont recommand it to any one,1,2024-08-23,Abissiniya Bank,Google Play,negative,0.9855504035949708
Excellent app,5,2024-08-21,Abissiniya Bank,Google Play,positive,0.9998356103897096
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,Abissiniya Bank,Google Play,negative,0.9988825917243958
ትርሃስ,5,2024-08-19,Abissiniya Bank,Google Play,negative,0.6970565915107727
Gio,4,2024-08-19,Abissiniya Bank,Google Play,positive,0.9969680905342102
App isn't working,1,2024-08-18,Abissiniya Bank,Google Play,negative,0.9995692372322084
so far good but always it lugs,3,2024-08-17,Abissiniya Bank,Google Play,negative,0.982947051525116
Don't trust this bank and its service.,1,2024-08-16,Abissiniya Bank,Google Play,negative,0.99963116645813
"I can not open and use the application,please help me!",5,2024-08-15,Abissiniya Bank,Google Play,negative,0.9995014667510986
Horrible,1,2024-08-14,Abissiniya Bank,Google Play,negative,0.9997841715812684
Mostly not working 😑,1,2024-08-14,Abissiniya Bank,Google Play,negative,0.9995824694633484
Awesome 👌,5,2024-08-12,Abissiniya Bank,Google Play,positive,0.9998607635498048
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,Abissiniya Bank,Google Play,negative,0.9997915625572203
Very poor app b/c highly slow to open the app,1,2024-08-12,Abissiniya Bank,Google Play,negative,0.9998080134391784
Wedi Tekle .,5,2024-08-11,Abissiniya Bank,Google Play,negative,0.8421277403831482
Bad app📱👎👎👎,1,2024-08-11,Abissiniya Bank,Google Play,negative,0.9997676014900208
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,Abissiniya Bank,Google Play,negative,0.9956488013267516
Nice appp,5,2024-08-11,Abissiniya Bank,Google Play,positive,0.9997910857200624
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,Abissiniya Bank,Google Play,negative,0.952187716960907
Gooood app my dear,5,2024-08-10,Abissiniya Bank,Google Play,negative,0.9005936980247498
Harun tamam galanaa,3,2024-08-09,Abissiniya Bank,Google Play,negative,0.9410595893859864
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Abissiniya Bank,Google Play,negative,0.9998038411140442
Gamebela,1,2024-08-08,Abissiniya Bank,Google Play,positive,0.8994186520576477
so poor app to use can't start up when open the app,1,2024-08-08,Abissiniya Bank,Google Play,negative,0.999744474887848
